Semester,Year,Month,Day,Day_of_Week,Subject,Start Time,End Time,Hours,Calculated_Hours,Hours_Discrepancy,Student_ID,Attended
Fall 2022,2022,10,17,Monday,MATH-2241,4:00pm,5:00pm,1,1,FALSE,Student_188,TRUE
Fall 2022,2022,10,18,Tuesday,MATH-1120,11:45am,12:45pm,0,1,TRUE,Student_179,FALSE
Fall 2022,2022,10,18,Tuesday,MATH-1120,11:45am,12:45pm,1.25,1,TRUE,Student_189,TRUE
Fall 2022,2022,10,18,Tuesday,MATH-1120,11:45am,12:45pm,0,1,TRUE,Student_190,TRUE
Fall 2022,2022,10,18,Tuesday,MATH-1120,12:45pm,1:45pm,0,1,TRUE,Student_191,TRUE
Fall 2022,2022,10,18,Tuesday,MATH-1120,12:45pm,1:45pm,1,1,FALSE,Student_176,TRUE
Fall 2022,2022,10,18,Tuesday,MATH-1120,12:45pm,1:45pm,0,1,TRUE,Student_192,TRUE
Fall 2022,2022,10,22,Saturday,STAT-1220,1:00pm,2:00pm,1,1,FALSE,Student_169,TRUE
Fall 2022,2022,10,22,Saturday,STAT-1221,3:00pm,4:00pm,1,1,FALSE,Student_193,TRUE
Fall 2022,2022,10,24,Monday,MATH-2171,2:00pm,3:00pm,1,1,FALSE,Student_194,TRUE
Fall 2022,2022,10,25,Tuesday,PHIL-2105,11:45am,12:45pm,0.25,1,TRUE,Student_195,FALSE
Fall 2022,2022,10,29,Saturday,STAT-1220,1:00pm,2:00pm,1,1,FALSE,Student_169,TRUE
Fall 2022,2022,10,29,Saturday,MATH-3163,2:00pm,3:00pm,1,1,FALSE,Student_171,TRUE
Fall 2022,2022,10,29,Saturday,MATH-1241,3:00pm,4:00pm,0.25,1,TRUE,Student_196,FALSE
Fall 2022,2022,10,31,Monday,STAT-1221,2:00pm,3:00pm,1.5,1,TRUE,Student_193,TRUE
Fall 2022,2022,10,31,Monday,STAT-1222,3:00pm,4:00pm,1,1,FALSE,Student_175,TRUE
Fall 2022,2022,10,31,Monday,MATH-1242,4:00pm,5:00pm,1,1,FALSE,Student_197,TRUE
Fall 2022,2022,10,31,Monday,MATH-1242,4:00pm,5:00pm,0,1,TRUE,Student_128,TRUE
Fall 2022,2022,11,1,Tuesday,MATH-1241,11:45am,12:45pm,1.25,1,TRUE,Student_198,TRUE
Fall 2022,2022,11,1,Tuesday,MATH-1241,11:45am,12:45pm,0,1,TRUE,Student_199,TRUE
Fall 2022,2022,11,1,Tuesday,MATH-1120,12:45pm,1:45pm,1,1,FALSE,Student_176,TRUE
Fall 2022,2022,11,5,Saturday,STAT-1220,1:00pm,2:00pm,1,1,FALSE,Student_169,TRUE
Fall 2022,2022,11,5,Saturday,MATH-2241,2:00pm,3:00pm,1,1,FALSE,Student_200,TRUE
Fall 2022,2022,11,5,Saturday,PHIL-2105,3:00pm,4:00pm,1,1,FALSE,Student_201,TRUE
Fall 2022,2022,11,7,Monday,MATH-1120,2:00pm,3:00pm,2,1,TRUE,Student_179,TRUE
Fall 2022,2022,11,7,Monday,PHIL-2105,4:00pm,5:00pm,1,1,FALSE,Student_202,TRUE
Fall 2022,2022,11,8,Tuesday,STAT-1220,11:45am,12:45pm,1,1,FALSE,Student_203,TRUE
Fall 2022,2022,11,8,Tuesday,MATH-1120,12:45pm,1:45pm,1,1,FALSE,Student_176,TRUE
Fall 2022,2022,11,13,Sunday,STAT-1220,12:00pm,1:00pm,1,1,FALSE,Student_169,TRUE
Fall 2022,2022,11,13,Sunday,STAT-1222,1:00pm,2:00pm,1,1,FALSE,Student_204,TRUE
Fall 2022,2022,11,14,Monday,STAT-1220,2:00pm,3:00pm,1.25,1,TRUE,Student_205,TRUE
Fall 2022,2022,11,15,Tuesday,STAT-1221,11:45am,12:45pm,1,1,FALSE,Student_206,TRUE
Fall 2022,2022,11,15,Tuesday,MATH-1120,12:45pm,1:45pm,1,1,FALSE,Student_176,TRUE
Fall 2022,2022,11,19,Saturday,STAT-1220,1:00pm,2:00pm,2,1,TRUE,Student_169,FALSE
Fall 2022,2022,11,19,Saturday,STAT-1220,3:00pm,4:00pm,1,1,FALSE,Student_207,TRUE
Fall 2022,2022,11,21,Monday,STAT-1220,2:00pm,3:00pm,1,1,FALSE,Student_208,FALSE
Fall 2022,2022,11,21,Monday,MATH-1241,3:00pm,4:00pm,1,1,FALSE,Student_198,TRUE
Fall 2022,2022,11,21,Monday,STAT-1222,4:00pm,5:00pm,0.25,1,TRUE,Student_209,FALSE
Fall 2022,2022,11,22,Tuesday,MATH-1120,12:45pm,1:45pm,1,1,FALSE,Student_176,TRUE
Fall 2022,2022,11,28,Monday,STAT-1222,2:00pm,3:00pm,2,1,TRUE,Student_209,FALSE
Fall 2022,2022,11,28,Monday,STAT-1221,4:00pm,5:00pm,1,1,FALSE,Student_210,TRUE
Fall 2022,2022,11,28,Monday,STAT-1221,4:00pm,5:00pm,0,1,TRUE,Student_193,TRUE
Fall 2022,2022,11,29,Tuesday,STAT-1220,11:30am,12:30pm,1.25,1,TRUE,Student_211,FALSE
Fall 2022,2022,11,29,Tuesday,MATH-1120,12:45pm,1:45pm,1,1,FALSE,Student_176,TRUE
Fall 2022,2022,12,3,Saturday,MATH-1242,1:00pm,2:00pm,1,1,FALSE,Student_212,TRUE
Fall 2022,2022,12,3,Saturday,STAT-1222,2:00pm,3:00pm,0,1,TRUE,Student_213,TRUE
Fall 2022,2022,12,3,Saturday,STAT-1222,2:00pm,3:00pm,1,1,FALSE,Student_214,TRUE
Fall 2022,2022,12,3,Saturday,STAT-1222,3:00pm,4:00pm,1,1,FALSE,Student_166,TRUE
Fall 2022,2022,12,5,Monday,MATH-1120,2:00pm,3:00pm,1,1,FALSE,Student_179,FALSE
Fall 2022,2022,12,5,Monday,STAT-1220,3:00pm,4:00pm,1,1,FALSE,Student_215,TRUE
Fall 2022,2022,12,5,Monday,STAT-1221,4:00pm,5:00pm,1,1,FALSE,Student_216,TRUE
Fall 2022,2022,12,6,Tuesday,STAT-1220,11:30am,12:30pm,1.25,1,TRUE,Student_203,FALSE
Fall 2022,2022,12,6,Tuesday,MATH-1120,12:45pm,1:45pm,1,1,FALSE,Student_176,TRUE
